	vg_image_id	vg_object_id	link_mn	domain	topname	responses	total_responses	split	topname_agreement	jaccard_similarity	raw_responses
20781	2399852	413282	http://object-naming-amore.upf.edu//2399852_413282_supercat_unique.png	roba	samarreta	{'samarreta': 7, 'bragueta': 1, 'cos': 1, 'camiseta': 1}	10	test	0.7	0.2	{'samarreta': 9, 'bragueta': 1, 'cos': 1, 'camiseta': 1}
20817	2400037	411945	http://object-naming-amore.upf.edu//2400037_411945_singleton_obj.png	vehicles	moto	{'moto': 8, 'rodes': 1, 'vehicle': 1}	10	test	0.8	0.0	{'moto': 10, 'rodes': 1, 'vehicle': 1}
20828	2400093	1163039	http://object-naming-amore.upf.edu//2400093_1163039_supercat_unique.png	casa	cullera	{'cullera': 7, 'cullerot': 2, 'pebrot verd': 1}	10	test	0.7	0.25	{'cullera': 8, 'pebrot verd': 1, 'cullera de fusta': 1, 'cullerot': 1, 'cullerot, cullera de fusta': 1}
20891	2400414	408969	http://object-naming-amore.upf.edu//2400414_408969_supercat_unique.png	animals_plantes	ovella	{'ovella': 5, 'be': 3, 'cabra': 1, 'xai': 1}	10	test	0.5	0.25	{'ovella': 5, 'be': 3, 'xai': 3, 'cabra': 1}
20908	2400472	3818093	http://object-naming-amore.upf.edu//2400472_3818093_supercat_ambiguous.png	vehicles	tren	{'tren': 9, 'porta': 1}	10	test	0.9	0.5	{'tren': 11, 'porta': 1}
20923	2400542	408093	http://object-naming-amore.upf.edu//2400542_408093_singleton_obj.png	gent	tennista	{'tennista': 3, 'nena': 2, 'jugadora': 1, 'noia': 1, 'dona': 1, 'al·lota': 1}	9	test	0.3333333333333333	0.375	{'tennista': 2, 'jugadora': 2, 'pilota': 1, 'nena': 1, 'tennis': 1, 'nena,noia': 1, 'tenista': 1, 'noia': 1, 'dona': 1, 'al.lota': 1}
20959	2400651	406917	http://object-naming-amore.upf.edu//2400651_406917_seed_ambiguous.png	casa	cadireta	{'cadireta': 5, 'trona': 4, 'gandula': 1}	10	test	0.5	0.16666666666666666	{'trona': 5, 'cadireta': 4, 'tumbona': 1, 'trona, cadireta': 1, 'alçador': 1}
20963	2400668	406819	http://object-naming-amore.upf.edu//2400668_406819_supercat_unique.png	roba	samarreta	{'samarreta': 3, 'noia': 2, 'ulleres': 1, 'jersei': 1, 'persona': 1, 'espatlla': 1, 'al·lota': 1}	10	test	0.3	0.125	{'noia': 3, 'samarreta': 3, 'ulleres': 1, 'jersei': 1, 'persona': 1, 'cos': 1, 'espatllwa': 1, 'al.lota': 1}
20989	2400798	1154925	http://object-naming-amore.upf.edu//2400798_1154925_singleton_obj.png	animals_plantes	cavall	{'cavall': 8, 'corda': 1, 'poni': 1}	10	test	0.8	0.6666666666666666	{'cavall': 10, 'corda': 1, 'poni': 1}
20998	2400837	1154462	http://object-naming-amore.upf.edu//2400837_1154462_seed_ambiguous.png	animals_plantes	vaca	{'vaca': 10}	10	test	1.0	1.0	{'vaca': 12}
21017	2400919	1153609	http://object-naming-amore.upf.edu//2400919_1153609_singleton_obj.png	casa	llit	{'llit': 8, 'gerro': 1, 'reflex': 1}	10	test	0.8	0.3333333333333333	{'llit': 9, 'gerro': 1, 'coixins': 1, 'reflex, llum': 1}
21076	2401218	659832	http://object-naming-amore.upf.edu//2401218_659832_singleton_obj.png	animals_plantes	girafa	{'girafa': 9, 'roca': 1}	10	test	0.9	0.5	{'girafa': 10, 'roca': 1, 'jirafa': 1}
21081	2401246	401441	http://object-naming-amore.upf.edu//2401246_401441_seed_ambiguous.png	gent	noi	{'noi': 4, 'persona': 2, 'polseres': 1, 'esquena': 1, 'homo': 1, 'xicot': 1}	10	test	0.4	0.1111111111111111	{'noi': 3, 'persona': 2, 'esquena': 2, 'pulsers': 1, 'noi, home': 1, 'esquena, noi': 1, 'homo': 1, 'xicot': 1}
21104	2401349	1148767	http://object-naming-amore.upf.edu//2401349_1148767_supercat_unique.png	casa	catifa	{'catifa': 5, 'terra': 2, 'estora': 2, 'rodes': 1}	10	test	0.5	0.75	{'catifa': 5, 'estora': 3, 'terra': 2, 'rodes': 1, 'alfombra': 1}
21186	2401739	1144706	http://object-naming-amore.upf.edu//2401739_1144706_seed_ambiguous.png	vehicles	barca	{'barca': 7, 'canoa': 3}	10	test	0.7	0.3333333333333333	{'barca': 7, 'canoa': 3, 'barca de fusta': 1, 'barca, bot': 1}
21232	2401915	394564	http://object-naming-amore.upf.edu//2401915_394564_singleton_obj.png	animals_plantes	zebra	{'zebra': 9, 'fulla': 1}	10	test	0.9	0.5	{'zebra': 10, 'fulla': 1, 'zebre': 1}
21242	2401958	1142195	http://object-naming-amore.upf.edu//2401958_1142195_supercat_unique.png	roba	jaqueta	{'jaqueta': 6, 'mà': 2, 'braç': 1, 'abric': 1}	10	test	0.6	0.5	{'jaqueta': 7, 'braç': 1, 'abric': 1, 'ma': 1, 'puny': 1, 'mà, jaqueta, mànec': 1}
21267	2402059	1140843	http://object-naming-amore.upf.edu//2402059_1140843_supercat_unique.png	animals_plantes	gos	{'gos': 8, 'ca': 1}	9	test	0.8888888888888888	0.5	{'gos': 9, 'corbata': 1, 'gos, corbata': 1, 'ca': 1}
21272	2402073	1140667	http://object-naming-amore.upf.edu//2402073_1140667_singleton_obj.png	casa	taula	{'taula': 4, 'escriptori': 2, 'taulell': 2, 'got': 1, 'taula de despatx': 1}	10	test	0.4	0.6	{'taula': 4, 'got': 1, 'escriptori': 1, 'oficina': 1, 'esciptori': 1, 'mà': 1, 'mostrador': 1, 'taula de despatx': 1, 'taulell': 1}
21296	2402174	392101	http://object-naming-amore.upf.edu//2402174_392101_singleton_obj.png	gent	home	{'home': 6, 'barret': 1, 'persona': 1, 'senyor': 1}	9	test	0.6666666666666666	0.4	{'home': 5, 'jueu': 3, 'barret': 1, 'persona': 1, 'senyor, rabi': 1, 'home, rabí, jueu': 1}
21317	2402254	1138542	http://object-naming-amore.upf.edu//2402254_1138542_singleton_obj.png	menjar	pizza	{'pizza': 8, 'tall de pizza': 2}	10	test	0.8	0.3333333333333333	{'pizza': 9, 'tall de pizza': 2, 'tros de pizza': 2, 'bolígraf': 1, 'porció de pizza': 1}
21353	2402363	1137137	http://object-naming-amore.upf.edu//2402363_1137137_supercat_unique.png	casa	gosset	{'gosset': 2, 'coixí': 1}	3	test	0.6666666666666666	0.0	"{'gat': 11, 'gosset': 2, ""cos d'home"": 1, 'coixí': 1}"
21382	2402452	1135996	http://object-naming-amore.upf.edu//2402452_1135996_supercat_unique.png	menjar	arròs	{'arròs': 10}	10	test	1.0	0.5	{'arròs': 12, 'auriculars': 1, 'arrós': 1, 'arros': 1}
21390	2402470	1135724	http://object-naming-amore.upf.edu//2402470_1135724_supercat_unique.png	casa	moqueta	{'moqueta': 1}	1	test	1.0	0.0	{'mòbil': 8, 'moxitlla': 1, 'telèfon mòbil': 1, 'telefon': 1, 'moqueta': 1, 'mòbil  mans': 1, 'mòbil, mans': 1, 'telèfon': 1}
21403	2402503	658120	http://object-naming-amore.upf.edu//2402503_658120_singleton_obj.png	vehicles	barca	{'barca': 5, 'barcassa': 3, 'remolcador': 1, 'ferri': 1}	10	test	0.5	0.16666666666666666	{'barca': 6, 'barcassa': 4, 'transbordador': 2, 'got': 1, 'remolcador': 1, 'ferry': 1}
21425	2402579	388419	http://object-naming-amore.upf.edu//2402579_388419_seed_ambiguous.png	gent	nen	{'nen': 10}	10	test	1.0	1.0	{'nen': 12, 'nen amb beguda': 2, 'noi': 1}
21482	2402867	1130737	http://object-naming-amore.upf.edu//2402867_1130737_singleton_obj.png	casa	banyera	{'banyera': 10}	10	test	1.0	1.0	{'banyera': 14, 'llapís': 1}
21597	2403303	1126076	http://object-naming-amore.upf.edu//2403303_1126076_supercat_unique.png	gent	senyora	{'senyora': 5, 'dona': 4, 'xal': 1}	10	test	0.5	0.25	{'dona': 7, 'senyora': 5, 'samarreta': 1, 'mestressa': 1, 'xal': 1}
21610	2403337	354302	http://object-naming-amore.upf.edu//2403337_354302_singleton_obj.png	edificis	casa	{'casa': 6, 'noia': 1, 'façana': 1, 'refresc': 1, 'edifici': 1}	10	test	0.6	0.4	{'casa': 7, 'xalet': 2, 'plat': 1, 'noia': 1, 'portalada': 1, 'façana': 1, 'refresc': 1, 'edifici': 1}
21620	2403401	353501	http://object-naming-amore.upf.edu//2403401_353501_singleton_obj.png	casa	marbre	{'marbre': 6, 'marbre de cuina': 1, 'pica': 1, 'taulell': 1, 'pedrís': 1}	10	test	0.6	0.14285714285714285	{'marbre': 6, 'taulell': 3, 'marbre de cuina': 2, 'pedrís': 2, 'ampolla': 1, 'pica': 1}
21635	2403459	1124594	http://object-naming-amore.upf.edu//2403459_1124594_singleton_obj.png	casa	taula	{'taula': 3, 'escriptori': 2, 'taula de despatx': 1, 'despatx': 1}	7	test	0.42857142857142855	0.5	{'escriptori': 4, 'taula': 4, 'teclat': 3, 'teclat i ratolí': 1, 'àrea de treball': 1, 'taula de despatx': 1, 'despatx': 1}
21641	2403474	352711	http://object-naming-amore.upf.edu//2403474_352711_singleton_obj.png	gent	noi	{'noi': 6, 'nen': 2, 'home': 1, 'adolescent': 1}	10	test	0.6	0.4	{'noi': 9, 'nen': 2, 'cap': 1, 'extremitats superiors': 1, 'home': 1, 'adolescent': 1}
21655	2403518	381080	http://object-naming-amore.upf.edu//2403518_381080_supercat_ambiguous.png	casa	batedora	{'batedora': 8, 'trituradora': 1, 'vas batedor': 1}	10	test	0.8	0.3333333333333333	{'batedora': 6, 'liquadora': 3, 'batidora': 2, 'braç': 1, 'batedora de got': 1, 'trituradora': 1, 'vas batedor': 1}
21662	2403568	351865	http://object-naming-amore.upf.edu//2403568_351865_singleton_obj.png	vehicles	camió	{'camió': 7, 'tràiler': 1, 'camioneta': 1, 'remolc': 1}	10	test	0.7	0.2	{'camió': 7, 'caixa de camió': 3, 'part posterior del vehicle': 1, 'tràiler': 1, 'camio': 1, 'camioneta': 1, 'remolc': 1}
21678	2403657	1122722	http://object-naming-amore.upf.edu//2403657_1122722_supercat_unique.png	roba	jaqueta	{'jaqueta': 5, 'jersei': 2, 'cos': 1, 'samarreta': 1, 'estampat': 1}	10	test	0.5	0.14285714285714285	{'jaqueta': 6, 'jersei': 2, 'brusa': 2, 'escopeta': 1, 'cos': 1, 'tronc': 1, 'samarreta': 1, 'estampat': 1}
21687	2403677	350835	http://object-naming-amore.upf.edu//2403677_350835_seed_ambiguous.png	casa	cara	{'cara': 4, 'armari': 2, 'somriure': 1, 'armari de cuina': 1, 'moble': 1, 'noia': 1}	10	test	0.4	0.3333333333333333	{'cara': 7, 'armari': 3, 'cap de noia': 1, 'somriure': 1, 'armari de cuina': 1, 'moble': 1, 'noia': 1}
21692	2403703	1122283	http://object-naming-amore.upf.edu//2403703_1122283_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	1.0	{'avió': 12, 'aeronau': 1, 'vehicle': 1, 'avio': 1}
21698	2403726	350187	http://object-naming-amore.upf.edu//2403726_350187_supercat_unique.png	gent	nena	{'nena': 10}	10	test	1.0	0.3333333333333333	{'nena': 13, 'noia': 2}
21743	2403875	1120653	http://object-naming-amore.upf.edu//2403875_1120653_singleton_obj.png	casa	llit	{'llit': 6, 'ordinador': 2, 'flassada': 1}	9	test	0.6666666666666666	0.25	{'llit': 7, 'ordinador': 2, 'portàtil amb teclat': 2, 'dispositius': 1, 'desordre': 1, 'flassada': 1, 'portàtil': 1}
21801	2404158	656448	http://object-naming-amore.upf.edu//2404158_656448_singleton_obj.png	vehicles	tren	{'tren': 8, 'locomotora': 2}	10	test	0.8	0.5	{'tren': 10, 'locomotora': 4, 'cascos': 1}
21834	2404273	1117197	http://object-naming-amore.upf.edu//2404273_1117197_singleton_obj.png	menjar	pizza	{'pizza': 9, 'coca': 1}	10	test	0.9	0.3333333333333333	{'pizza': 11, 'menjar': 2, 'aeronau': 1, 'coca': 1}
21853	2404360	1116310	http://object-naming-amore.upf.edu//2404360_1116310_supercat_unique.png	casa	taula	{'taula': 4, 'llauna': 2, 'got': 1, 'estovalles': 1, 'refresc': 1, 'gots': 1}	10	test	0.4	0.16666666666666666	{'taula': 5, 'llauna': 2, 'beguda': 2, 'ginet': 1, 'got': 1, 'llauna de beguda': 1, 'estovalles': 1, 'refresc': 1, 'gots': 1}
21860	2404388	3533969	http://object-naming-amore.upf.edu//2404388_3533969_supercat_unique.png	roba	jaqueta	{'jaqueta': 3, 'mòbil': 3, 'tauleta': 2, 'telèfon mòbil': 1, 'abric': 1}	10	test	0.3	0.3333333333333333	{'mòbil': 6, 'jaqueta': 3, 'tauleta': 2, 'telèfon mòbil': 2, 'samarreta': 1, 'abric': 1}
21864	2404405	343040	http://object-naming-amore.upf.edu//2404405_343040_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 10, 'cap de jirafa': 2, 'camió': 1, 'cap de girafa': 1, 'jirafa': 1}
21876	2404431	656162	http://object-naming-amore.upf.edu//2404431_656162_supercat_unique.png	roba	mallot	{'mallot': 4, 'samarreta': 3, 'mallot de ciclisme': 1, 'llauna': 1, 'ciclista': 1}	10	test	0.4	0.1	{'samarreta': 4, 'maillot': 4, 'mallot': 2, 'dit': 1, 'imatge corporativa': 1, 'mallot de ciclisme': 1, 'llauna': 1, 'ciclista': 1}
21878	2404446	656087	http://object-naming-amore.upf.edu//2404446_656087_singleton_obj.png	gent	esquiadora	{'esquiadora': 8, 'noia': 2}	10	test	0.8	0.0	{'esquiadora': 10, 'noia': 2, 'noia esquiant': 2, 'dona': 1}
21915	2404594	2730881	http://object-naming-amore.upf.edu//2404594_2730881_singleton_obj.png	menjar	entrepà	{'entrepà': 7, 'frànkfurt': 1, 'torrada': 1, 'panini': 1}	10	test	0.7	0.0	{'entrepà': 8, 'menjar': 2, 'bamba': 1, 'frankfurt': 1, 'torrada': 1, 'entrepa': 1, 'panini': 1}
21919	2404609	376627	http://object-naming-amore.upf.edu//2404609_376627_singleton_obj.png	casa	taula	{'taula': 3, 'pa': 1, 'truita': 1}	5	test	0.6	0.3333333333333333	{'pizza': 8, 'taula': 3, 'dona fent un descens': 1, 'menjar italià': 1, 'pa': 1, 'truita': 1}
21982	2404826	337519	http://object-naming-amore.upf.edu//2404826_337519_seed_ambiguous.png	gent	jugador	{'jugador': 3, 'braç': 2, 'guant de beisbol': 1, 'vamba': 1, 'protector': 1, 'receptor': 1, 'esportives': 1}	10	test	0.3	0.2222222222222222	{'braç': 5, 'jugador': 3, 'perifèric': 1, 'extremitats': 1, 'guant de beisbol': 1, 'vamba': 1, 'protector': 1, 'catcher': 1, 'esportives': 1}
21990	2404868	1112220	http://object-naming-amore.upf.edu//2404868_1112220_supercat_ambiguous.png	roba	samarreta	{'samarreta': 9, 'bodi': 1}	10	test	0.9	0.25	{'samarreta': 10, 'botes': 1, 'esquena': 1, 'body': 1, 'semarreta': 1, 'pijama': 1}
21999	2404898	1111970	http://object-naming-amore.upf.edu//2404898_1111970_singleton_obj.png	vehicles	camió	{'camió': 4, 'tràiler': 2, 'contenidor': 2, 'remolc': 1, 'grafiti': 1}	10	test	0.4	0.4	{'camió': 5, 'contenidor': 3, 'grafiti': 2, 'samarreta': 1, 'trailer': 1, 'tràiler': 1, 'remolc': 1, 'grafitti': 1}
22027	2404981	1111465	http://object-naming-amore.upf.edu//2404981_1111465_singleton_obj.png	casa	teclat	{'teclat': 10}	10	test	1.0	1.0	{'teclat': 15}
22043	2405051	335377	http://object-naming-amore.upf.edu//2405051_335377_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 11, 'jirafa': 3, 'esportista': 1}
22049	2405083	335088	http://object-naming-amore.upf.edu//2405083_335088_supercat_unique.png	gent	nen	{'nen': 4, 'infant': 2, 'nena': 1, 'nadó': 1, 'dònut': 1, 'bebè': 1}	10	test	0.4	0.375	{'nen': 5, 'infant': 2, 'nen menjant': 2, 'cara de noia': 1, 'nena': 1, 'bolleria industrial': 1, 'nadó': 1, 'donut': 1, 'bebé': 1}
22099	2405305	333282	http://object-naming-amore.upf.edu//2405305_333282_singleton_obj.png	vehicles	mirall	{'mirall': 6, 'prestatge': 2, 'armari de bany': 1, 'lleixa': 1}	10	test	0.6	0.4	{'mirall': 6, 'prestatge': 5, 'gatet': 1, 'armari de bany': 1, 'prestatgeria': 1, 'lleixa': 1}
22147	2405476	331834	http://object-naming-amore.upf.edu//2405476_331834_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 15}
22152	2405510	1107330	http://object-naming-amore.upf.edu//2405510_1107330_singleton_obj.png	casa	marbre	{'marbre': 5, 'cuina': 2, 'marbre de cuina': 1, 'taulell': 1, 'pedrís': 1}	10	test	0.5	0.2	{'marbre': 5, 'cuina': 3, 'taulell': 3, 'pedrís': 2, 'mocador': 1, 'marbre de cuina': 1}
22164	2405579	330817	http://object-naming-amore.upf.edu//2405579_330817_supercat_unique.png	roba	samarreta	{'samarreta': 8, 'polo': 2}	10	test	0.8	0.3333333333333333	{'samarreta': 8, 'polo': 4, 'colze': 1, 'aixella': 1, 'semarreta': 1}
22214	2405784	372016	http://object-naming-amore.upf.edu//2405784_372016_singleton_obj.png	vehicles	avioneta	{'avioneta': 9, 'avió': 1}	10	test	0.9	0.5	{'avioneta': 12, 'ulleres de sol': 1, 'avioneta comercial': 1, 'avió': 1}
22220	2405807	371885	http://object-naming-amore.upf.edu//2405807_371885_singleton_obj.png	casa	banyera	{'banyera': 6, 'trepant': 4}	10	test	0.6	0.5	{'banyera': 7, 'trepant': 3, 'taladradora': 2, 'guans': 1, 'trepanador elèctric': 1, 'trepant,': 1}
22271	2406005	653122	http://object-naming-amore.upf.edu//2406005_653122_supercat_ambiguous.png	gent	noia	{'noia': 5, 'dona': 4, 'núvia': 1}	10	test	0.5	0.5	{'noia': 6, 'dona': 4, 'núvia': 2, 'asiàtica': 2, 'dona asiàtica': 1}
22290	2406097	1103818	http://object-naming-amore.upf.edu//2406097_1103818_singleton_obj.png	casa	banc	{'banc': 9, 'bancs': 1}	10	test	0.9	0.3333333333333333	{'banc': 13, 'pantaló': 1, 'bancs': 1}
22296	2406131	326202	http://object-naming-amore.upf.edu//2406131_326202_singleton_obj.png	animals_plantes	ocell	{'ocell': 5, 'corb': 4, 'garsa': 1}	10	test	0.5	0.6666666666666666	{'ocell': 7, 'corb': 7, 'garça': 1}
22332	2406274	325360	http://object-naming-amore.upf.edu//2406274_325360_singleton_obj.png	casa	taula	{'taula': 5, 'ordinador': 2, 'escriptori': 2, 'portàtil': 1}	10	test	0.5	0.5	{'taula': 6, 'portàtil': 2, 'ordinador': 2, 'ebook, copa, ratolí': 2, 'escriptori': 2, 'àrea de treball': 1}
22342	2406321	369622	http://object-naming-amore.upf.edu//2406321_369622_supercat_unique.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 13, 'avió': 1, 'gatbar': 1}
22364	2406429	369156	http://object-naming-amore.upf.edu//2406429_369156_singleton_obj.png	vehicles	moto	{'moto': 7, 'motocicleta': 3}	10	test	0.7	0.3333333333333333	{'moto': 8, 'motocicleta': 5, 'ulls': 1, 'vehicle': 1}
22444	2406803	290063	http://object-naming-amore.upf.edu//2406803_290063_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 13, 'boeing': 1, 'avio': 1}
22478	2406932	1099855	http://object-naming-amore.upf.edu//2406932_1099855_singleton_obj.png	animals_plantes	gos	{'gos': 10}	10	test	1.0	1.0	{'gos': 12, 'gos corrent': 2, 'tèrmica': 1}
22487	2406962	651711	http://object-naming-amore.upf.edu//2406962_651711_supercat_unique.png	roba	americana	{'americana': 7, 'nuvi': 1, 'esmòquing': 1, 'vestit': 1}	10	test	0.7	0.16666666666666666	{'americana': 7, 'jaqueta': 2, 'mula': 1, 'nuvi': 1, 'vestit de nuvi': 1, 'esmòquing': 1, 'vestit': 1, 'americanak': 1}
22489	2406969	367803	http://object-naming-amore.upf.edu//2406969_367803_supercat_unique.png	animals_plantes	cavall	{'cavall': 10}	10	test	1.0	1.0	{'cavall': 15}
22505	2407026	286643	http://object-naming-amore.upf.edu//2407026_286643_singleton_obj.png	roba	camisa	{'camisa': 5, 'nus de corbata': 1}	6	test	0.8333333333333334	0.5	{'camisa': 6, 'coll': 2, 'corbata': 2, 'coll de camisa': 1, 'nus de corbata': 1}
22507	2407032	1099315	http://object-naming-amore.upf.edu//2407032_1099315_singleton_obj.png	casa	boles	{'boles': 2, 'joguines': 1}	3	test	0.6666666666666666	0.0	{'pilotes': 6, 'globus': 2, 'boles': 2, 'joguines': 1, 'pilotes de colors': 1}
22545	2407210	1098450	http://object-naming-amore.upf.edu//2407210_1098450_singleton_obj.png	casa	taula	"{'taula': 5, 'robot': 1, 'robot de cuina': 1, ""processador d'aliments"": 1, 'màquina': 1, 'bàscula': 1}"	10	test	0.5	0.125	{'taula': 6, 'batedora': 1, 'robot': 1, 'robot de cuina': 1, 'processador d’aliments': 1, 'màquina': 1, 'bàscula': 1}
22554	2407240	1098329	http://object-naming-amore.upf.edu//2407240_1098329_singleton_obj.png	vehicles	avió	{'avió': 8, 'avioneta': 1, 'jet': 1}	10	test	0.8	0.6666666666666666	{'avió': 8, 'avió, jet': 1, 'avioneta': 1, 'aviò': 1, 'jet': 1}
22560	2407260	282806	http://object-naming-amore.upf.edu//2407260_282806_singleton_obj.png	edificis	sostre	{'sostre': 3, 'teulada': 3, 'teulat': 1, 'coberta': 1, 'para-sol': 1, 'porxo': 1}	10	test	0.3	0.125	{'teulada': 3, 'sostre': 2, 'sostre, cobert': 1, 'teulat': 1, '.': 1, 'coberta': 1, 'parasol': 1, 'taulada': 1, 'porxo': 1}
22562	2407270	1098245	http://object-naming-amore.upf.edu//2407270_1098245_singleton_obj.png	menjar	pastís	"{'pastís': 7, 'pastis': 1, ""pastís d'aniversari"": 1, 'pasta': 1}"	10	test	0.7	0.5	"{'pastís': 8, ""pastís d'aniversari"": 2, 'pastis': 1, 'pasta': 1}"
22576	2407308	281969	http://object-naming-amore.upf.edu//2407308_281969_singleton_obj.png	gent	skater	{'skater': 4, 'noi': 3, 'persona': 1, 'patinador': 1, 'xiquet': 1}	10	test	0.4	0.2857142857142857	{'skater': 4, 'noi': 4, 'patinador': 2, 'persona, noi, home': 1, 'xiquet': 1}
22580	2407326	281641	http://object-naming-amore.upf.edu//2407326_281641_supercat_unique.png	menjar	pizza	{'pizza': 9, 'tall de pizza': 1}	10	test	0.9	0.3333333333333333	"{'pizza': 10, 'tall de pizza': 1, ""porció d'una pizza"": 1}"
22583	2407332	281503	http://object-naming-amore.upf.edu//2407332_281503_supercat_unique.png	roba	barret	{'barret': 8, 'infant': 1, 'capell': 1}	10	test	0.8	0.25	{'barret': 10, 'infant': 1, 'capell': 1}
22618	2407462	1097582	http://object-naming-amore.upf.edu//2407462_1097582_seed_ambiguous.png	casa	sofà	{'sofà': 10}	10	test	1.0	1.0	{'sofà': 11, 'sofa': 1}
22621	2407470	366886	http://object-naming-amore.upf.edu//2407470_366886_supercat_unique.png	casa	banyera	{'banyera': 4, 'cuixes': 1}	5	test	0.8	0.5	{'cames': 6, 'banyera': 5, 'cuixes': 1}
22687	2407710	274936	http://object-naming-amore.upf.edu//2407710_274936_singleton_obj.png	casa	matalàs	{'matalàs': 10}	10	test	1.0	0.5	{'matalàs': 11, 'matalas': 1}
22698	2407742	323432	http://object-naming-amore.upf.edu//2407742_323432_supercat_unique.png	roba	jersei	{'jersei': 2, 'rebeca': 2, 'jaqueta': 2, 'camisa': 1, 'tors': 1, 'samarreta': 1, 'copa': 1}	10	test	0.2	0.375	{'jersei': 2, 'jaqueta': 2, 'blusa': 1, 'camisa': 1, 'rebeca': 1, 'tors': 1, 'samarreta': 1, 'rebecca': 1, 'copa': 1, 'vestit': 1}
22712	2407794	273457	http://object-naming-amore.upf.edu//2407794_273457_singleton_obj.png	gent	esquiador	{'esquiador': 5, 'nen': 2, 'noia': 1, 'dona': 1, 'esquiadora': 1}	10	test	0.5	0.6	{'esquiador': 5, 'nen': 2, 'abric': 1, 'noia': 1, 'dona': 1, 'esquiadora': 1, 'nen esquiador': 1}
22756	2407975	270387	http://object-naming-amore.upf.edu//2407975_270387_supercat_unique.png	roba	abric	{'abric': 3, 'jaqueta': 3, 'anorac': 3, 'guant': 1}	10	test	0.3	0.4	{'abric': 5, 'jaqueta': 3, 'anorac': 3, 'guant': 1}
22763	2408003	1094919	http://object-naming-amore.upf.edu//2408003_1094919_singleton_obj.png	vehicles	furgoneta	{'furgoneta': 5, 'caravana': 1, 'vehicle': 1, 'camioneta': 1, 'camió': 1, 'botiga mòbil': 1}	10	test	0.5	0.3333333333333333	{'furgoneta': 6, 'caravana': 1, 'vehicle, furgoneta, camió': 1, 'camioneta': 1, 'camiò': 1, 'botiga mòbil': 1, 'furgoteca': 1}
22771	2408041	269389	http://object-naming-amore.upf.edu//2408041_269389_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 10, 'jirafa': 2}
22779	2408069	365800	http://object-naming-amore.upf.edu//2408069_365800_singleton_obj.png	casa	sofà	{'sofà': 9, 'telèfon': 1}	10	test	0.9	0.5	{'sofà': 10, 'sofa': 1, 'telèfon': 1}
22781	2408077	1094614	http://object-naming-amore.upf.edu//2408077_1094614_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 10, 'jirafa': 2}
22803	2408160	1094460	http://object-naming-amore.upf.edu//2408160_1094460_singleton_obj.png	gent	nena	{'nena': 8, 'infant': 1, 'xiqueta': 1}	10	test	0.8	0.16666666666666666	{'nena': 10, 'infant': 1, 'xiqueta': 1}
22817	2408210	365531	http://object-naming-amore.upf.edu//2408210_365531_seed_ambiguous.png	animals_plantes	gos	{'gos': 10}	10	test	1.0	0.5	{'gos': 12}
22821	2408225	265794	http://object-naming-amore.upf.edu//2408225_265794_singleton_obj.png	vehicles	vagó	{'vagó': 8, 'tren': 2}	10	test	0.8	0.3333333333333333	{'vagó': 9, 'tren': 2, 'vagò': 1}
22833	2408262	265042	http://object-naming-amore.upf.edu//2408262_265042_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 11, 'aviò': 1}
22837	2408280	1093920	http://object-naming-amore.upf.edu//2408280_1093920_seed_ambiguous.png	gent	esquiadora	{'esquiadora': 5, 'noia': 2, 'dona': 1, 'persona': 1, 'xica': 1}	10	test	0.5	0.6	{'esquiadora': 6, 'noia': 2, 'parella': 1, 'dona': 1, 'persona': 1, '?ica': 1}
22866	2408372	263069	http://object-naming-amore.upf.edu//2408372_263069_singleton_obj.png	gent	nen	{'nen': 7, 'patinador': 1, 'nena': 1, 'xiquet': 1}	10	test	0.7	0.5	{'nen': 8, 'skater': 1, 'nena': 1, 'xiquet': 1, 'nen patinador': 1}
22878	2408416	365171	http://object-naming-amore.upf.edu//2408416_365171_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 8, 'jirafa': 2, 'coll': 1, 'girada': 1}
22894	2408471	1093057	http://object-naming-amore.upf.edu//2408471_1093057_singleton_obj.png	casa	terra	{'terra': 5, 'urpes': 2, 'tela': 1, 'potes': 1, 'pota': 1}	10	test	0.5	0.14285714285714285	{'terra': 6, 'urpes': 2, 'terra, paviment': 1, 'tela': 1, 'potes': 1, 'pota': 1}
22904	2408507	260370	http://object-naming-amore.upf.edu//2408507_260370_supercat_unique.png	menjar	sopa	{'sopa': 10}	10	test	1.0	1.0	{'sopa': 12}
